UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
4591,49543,"New York, USA",17-03-2020,"Markets should do better with everyone home and nothing to do but online shopping...lets all do our part ??

#COVID2019 #marketcrash #MarketSlump #SocialDistancingWorks",1
4592,49544,Deadpool is my Patronus ,17-03-2020,I'm off to the grocery store... With a purse full of disposable gloves. #coronavirus https://t.co/BzM0zr5Cpu,2
4593,49545,"Pennsylvania, USA",17-03-2020,"@booksamillion response to #COVID2019 and the statewide shut down is disgusting. 2nd &amp; Charles is not a grocery store, pharmacy, or hospital!! It is a secondhand pawn shop!!!",0
4594,49546,#LeafNation #MagicFairyStyle ,17-03-2020,Times of crisis are an opportunity to come together in humanity amp help each other Unfortunately the is turning into a class war Just because you can afford it doesn t mean you should buy it You don t need a 6 month stockpile of ANYTHING,0
4595,49547,She/ her,17-03-2020,"Before watching #Supernatural : COVID-19 is shutting down everything. Mass panic for food and TP 

After watching: https://t.co/KjZY2vKZuj",0
4596,49548,,17-03-2020,"There is plenty of food, toilet paper and household essentials for everybody you panic buying selfish cunts!!! #coronavirus #COVID19",0
4597,49549,"Los Angeles, CA",17-03-2020,"Picture #01 
Yesterday last night me and dad went to the grocery store to buy a simple things but we were waiting for some store to calm down of people freak out mode of buying stuff they don't need that much because #Coronavirus/#COVID2019 came

But you could say some aisle are https://t.co/vhGf2cYpYU",0
4598,49550,,17-03-2020,Please stop panic buying At open my biggest grocery store only had 30 gallons of milk and 40 egg cartons Panic buying is creating the shortages even if out on lockdown you can shop for groceries Just distance and you ll be fine,0
4599,49551,Northern AB/HRM NS,17-03-2020,Although I agree that we must avoid hording food and necessities seeing empty shelves at a grocery store triggers something in your mind As a person with disabilities and no car I am limited to buying what I can carry I could only carry 4 days worth of food,0
4600,49552,New Zealand,17-03-2020,Went to the supermarket last night for my usual shop... STOP TAKING ALL THE FUCKIN SHIT PAPER AND BABY SUPPLIES.!! I am DISGUSTED with this behaviour. This is why im going to be offering to do my 94 yr old clients shopping for her chill out! #Covid_19 #NZ,0
4601,49553,United Kingdom,17-03-2020,"?? Jeez people have learnt the magic spell called Empty Shelves ? ?  

#selfish #CoronavirusOutbreak #coronavirus #StopPanicBuying https://t.co/iepb1kubOJ",0
4602,49554,The Depths of Findom,17-03-2020,"Not even joking I think Ive got covid /19 

I went to the supermarket with gloves and sanitiser and not even 5 hours after getting home Im coughing and have a sore throat like a ball in my throat 

WHAT THE ACTUAL FUCK 

How quick do symptoms appear ?",0
4603,49555,,17-03-2020,Dont mess with a Russian cashier. https://t.co/MXs2v3jhYf,0
4604,49556,,17-03-2020,"It's a Pandemic, contagious, so hygiene n health of all is imp. correct me if i am missing..like the availability of such sanitizers at discounted prices..or enuf availability of such santizers. #COVID2019 #coronavirusinindia",0
4605,49557,Central Texas,17-03-2020,"Dear America,
Myself and 3.5 million of my truck-driving brothers are hard at work bringing the things you need to your cities and towns. As long as we are moving, there's no reason to panic. If we stop, then you can panic. We will not stop.
@realDonaldTrump 
@DonaldJTrumpJr",0
4606,49558,"Hell, if I don't change my way",17-03-2020,If special grocery store hrs for seniors will be a thing I urge everyone like me in category who re chronically ill immunocompromised call local grocery store managers amp stress importance of including 133 157 million chronically ill Americans,0
4607,49559,,17-03-2020,TLDR: covid-19 scaring my sorry rear-end out of a supermarket,0
4608,49560,,17-03-2020,"Alright. Swiss government just called a emergency status, all unnecessary stores are closed and you have to disinfect your hands before you enter the supermarket. But still the doctor dont want to take in???? ? #COVID2019",2
4609,49561,Twilight Zone aka America ?,17-03-2020,"For those who aren't in panic mode yet, when would you suggest? No food? Tanks in the street? Right now? I don't even know anymore or who to trust? #coronavirus",0
4610,49562,"Kentucky, USA",17-03-2020,"Finally getting money tomorrow and went to place my food order since I'm mostly homebound and can't shop and virtually everything is out of stock. No meat, no pasta, very little of anything else. No idea what I'm going to feed my son after tomorrow. #coronavirus #disabilitysucks",0
4611,49563,,17-03-2020,"Supermarket Staff are over worked &amp; run off their feet as it is with the coronavirus panic shopping, now they have this to deal with! 

Mass brawling which started over white vinegar ??? Well Street ,Tesco Metro in Hackney, London #ShoppingWars #coronavirus #COVID19 #london https://t.co/hpCgwsbz1M",0
4612,49564,"England, United Kingdom",17-03-2020,The fragility of our interconnected world has been laid bare Rampant individualism has left supermarket shelves empty and formed queues outside gun stores Conspiracy theories are more contagious than The greatest threat to beating this virus is human behaviour,0
4613,49565,"Accra, Ghana",17-03-2020,Fuel prices from Monday March 16 2020 are expected to fall by between 5 to 8 percent which would bring some relief to consumers but whether commercial vehicle operators would reduce fares is another matter to fight over another day,0
4614,49566,,17-03-2020,Food shops will not close. Period. Give up on the selfish panic buying bullshit for the love of God.      #COVID2019,0
4615,49567,,17-03-2020,Use Online Grocery Shopping and order before sleeping and food and groceries is delivered in morning This should be done with so many food delivery apps This was done in Wuhan complete Quarantine Covid 19 testing Tracking Isolating and Treating This has been proved jp kr cn,1
4616,49568,Michigan,17-03-2020,Here s the details on the special hours Stop amp Shop is creating to help protect customers especially vulnerable to the,1
4617,49569,You have no power over me.,17-03-2020,We demand the federal government immediately 2 Pass a relief package now that provides emergency funding assistance to all states to cover expenses to massively test the population in the millions and provide emergency food and shelter to all homeless and poor,0
4618,49570,"Perth, Western Australia",17-03-2020,"Scary. Gun sales up in #USA. Due to food shortage, people expect a kind of civil unrest and that's why they stock up on arms . #CoronavirusPandemic #coronavirus #CoronavirusOutbreak https://t.co/AQLjpe68OZ

Well if #COVID?19 doesn't get them, probably a gun will https://t.co/uYeQ4JpVBk",0
4619,49571,Dublin,17-03-2020,".@Ryanair waiving change fees for April flights - however any flight that you want to change to is miraculously more expensive than your original flight, so you end up having to pay more for the flight you want to change to. Are the prices rigged? #COVID19 #Covid_19 @SkyNews",2
4620,49572,,17-03-2020,"Thursday's grocery store flyer has three-ply toilet tissue for $3.44. There's sure to be a lineup.

#coronavirus https://t.co/BhcLziPmUw",1
4621,49573,,17-03-2020,"@1005FreshRadio
#SocialDistancing
#coronavirus 
#COVID19
Kids HOME 
Need Groceries
Didnt Stock UP for WEEKS
Or Buy ALL TP
Family of 6+?
Dogs &amp; Cats
We Need Food
No Fruits,Veggies,Chicken,Ground Beef,Potatoes,Bread,Soup or Pasta",0
4622,49574,Irelande du Nord,17-03-2020,If you don t protect food workers you may find a real shortage soon We demand all food workers get full pay suffer no penalties for related illness If you are not a member of the union join us Organise and send a clear message to employers you will not be abused,0
4623,49575,:.midcoast.maine.:,17-03-2020,"just saw an elderly woman walk into the grocery store (I live across the street) and every time I see someone who is high risk for catching #coronavirus I'm like... 
????",1
4624,49576,"Sheffield, United Kingdom ",17-03-2020,Self isolating if you have the symptoms of this virus is fine but try doing your shopping online with all the major supermarkets the earliest delivery is 3 4 weeks unless great efforts are made to improve this those with the virus will be forced to visit shops,1
4625,49577,Maine,17-03-2020,My wife got to grocery on Union St in Bangor as it opened at 7am today and there was a line out the door as the manager was handing out individual rolls of TP   from the only 2 large packs the store had,2
4626,49578,,17-03-2020,@MoHFW_INDIA @CMO_Odisha @PMOIndia Mask and sanitizers are being sold at sky high prices. Instead of helping people at this time of crisis sellers are trying to make profit from it. I request to central and state government to take necessary action. #Covi,2
4627,49579,Western Canada & Your Dreams,17-03-2020,Breaking Gas prices dropping tonight 9 cents putting price at 1 10 9 litre in Metro Van lowest in 17 years reason because of drop in demand with people staying home energy sector will suffer,0
4628,49580,,17-03-2020, Supply is flowing machines are running and the product will make it s way back to the shelf   says Doug Baker FMI CBS News,2
4629,49581,"Chennai, India",17-03-2020,1 wash your hands with soap for 20 SECONDS 2 Carry tissue paper and use it as a protecting layer while travelling 3 Don t panic 4 don t spread rumors 5 stock food and essentials for 2 weeks if you require to self quarantine,0
4630,49582, in the south west of England,17-03-2020,"#Coronavirus #torbay pm Boris Johnson says to self isolate and seek help of others. For us pensioners at risk pensioners online shopping wold be essential but as locals we cannot get a near future delivery slot from SAINSBURYS supermarket where, under normal times, we shop.",2
4631,49583,CA-FL-HI-OR-LV,17-03-2020,"?@POTUS must waive citizen cost of treatment or there will be no disposable income for consumer spending to drive markets up. @FierceHealth?: With pandemic hitting early in the year and threat of recession, COVID-19 may be costly for patients.  https://t.co/QG5PwtG3ql",0
4632,49584,"Melbourne, Australia",17-03-2020,"FACEBOOK LIVE: @SandroDemaio from @VicHealth joins @Raf_Epstein on #Drive to speak about staying safe and well during the #coronavirus pandemic.

Join the conversation: https://t.co/sc8r0gIMvN",1
4633,49585,Australia,17-03-2020,"""Everything but the socks, pants and jocks that I was wearing on that particular day."" #YouCantAskThat - Tonight 9pm. https://t.co/o58GSj7xqY",2
4634,49586,Mid-Michigan,17-03-2020,JUST IN: @Menards is accused of doubling prices on some cleaning supplies during the #coronavirus pandemic. https://t.co/6E1FzRwLMg,0
4635,49587,Australia,17-03-2020,"We are experiencing high volumes of enquiries due to travel and event cancellations related to COVID-19 (coronavirus). Read our advice for consumers for the latest on consumer rights, travel and event cancellations relating to COVID-19.

https://t.co/FH4Oql62xE",2
4636,49588,,17-03-2020,Anyone else over seeing TV advertising for food that is out of stock.... do we need the reminder? #coronavirus,2
4637,49589,"Culver City, CA",17-03-2020,@McDonalds #coffee from the grocery store is surprisingly good. #COVID2019 #ralphs #McDonaldsCoffee #GroceryStore,1
4638,49590,Amsterdam,17-03-2020,"???????

Doctors, nurses, supermarket staff, teachers, emergency services and others contributing in any other way ... 

????? ??? ?? 

#Covid_19 https://t.co/jmXbGe7yjP",0
4639,49591,"Washington, DC",17-03-2020,"BEWARE #CoronavirusDC Scams: Some scammers may sell ineffective products to prevent the virus or solicit donations for a fake charity pretending to help coronavirus victims.

Learn 4 tips to protect yourself from these scams: https://t.co/R7sAGo1QUG https://t.co/3SySqbEPDQ",0
4640,49592,Global,17-03-2020,"Whether you buy groceries online or in stores, there are some simple steps you can take to try to limit your exposure to the novel #coronavirus Read: https://t.co/3fFPUDbTYl https://t.co/BBv7TACFCY",1
4641,49593,"Amsterdam, The Netherlands",17-03-2020,"The Netherlands is 2nd biggest food exporter in the world, in 1st place is USA. We don't have to panic buy... #Rutte #coronanederland #COVID2019 #Amsterdam ?  https://t.co/5BxwV5UsIL https://t.co/biB5mAcnlP",0
4642,49594,"Palmetto State, USA / Washington, DC",17-03-2020,Irony: The only chips left in the grocery store are party size. #COVID2019,1
4643,49595,"Brooklyn, NY",17-03-2020,"Let her know Cletus!

#Repost memes2riches (@get_repost)
???
#corona #coronavirus #heybitch #store #consumer #customer #staysafe #bevigilant https://t.co/tjRr8FfDIS",2
4644,49596,"Atlanta, GA",17-03-2020,"One gun store in metro Atlanta has had lines that are six and eight people deep. Just as grocery stores have been stripped bare by #coronavirus fears, guns and ammunition have started flying off shelves: https://t.co/ca86Mz8I4u https://t.co/aBl2GOvJQe",0
4645,49597,"Doha, Qatar",17-03-2020,How about supermarkets create a voluntary emergency donation to add onto our shopping panic buying to be passed straight on to local charities and food banks Government need a lesson in what we consider to be priorities,1
4646,49598,"Greater Hobby Area, Houston",17-03-2020,Turner joins grocery chain representatives to update public on supplies and store hours,2
4647,49599,India,17-03-2020,"Lav Aggarwal, Joint Secretary, Union Health Ministry: ICMR (Indian Council of Medical Research) has strongly appealed that private laboratories should offer COVID-19 diagnosis at no cost. #Coronavirus https://t.co/JhlgRj4DRt",2
4648,49600,"Somewhere, Global ",17-03-2020,"Im emotionally exhausted from #COVID2019. I work in a grocery store and explaining to the elderly and moms with young kids Im sorry we are out of that and I dont know when well get more. Hurts, I am someone with low empathic reserves and Im tapped out. Please stay home! Ty",0
4649,49601,"Dubai, UAE",17-03-2020,"People in UAE are being reassured that there is no need for panic buying as all food items will be available at all times
https://t.co/S1oqspE4Yi
#UAE #panicbuying #Coronavirus #COVID19",0
4650,49602,"Arlington, VA",17-03-2020,No shortage of food here As a wave of panic buying strikes many of the nation s biggest retailers due to as they work around the clock to transport and supply goods to fill empty shelves,0
4651,49603,United Kingdom,17-03-2020,". @retailgazette  ""Morrisons launches a hardship fund for staff facing financial difficulty as a result of coronavirus, expands its home delivery and creates an extra 3500 jobs.""

#Corvid19uk #COVID2019 #retailnews #businessnews #grocery #newjobs #supermarket",0
4652,49604,San Francisco,17-03-2020,The world seems to have changed overnight &amp; there are lots of questions on how #COVID-19 is going to impact consumer behaviors &amp; survey taking bias. Were working diligently to bring you that data! #diymrx Check out the first in our blog series to come ? https://t.co/0qKgSPED4T https://t.co/UYSAj2BuHp,0
4653,49605,,17-03-2020,Didn t buy a mask follow what authorities say Didn t buy hand sanitizer using soap Didn t stock food items useless Not in panic mode instead boosting immune system No worries positive thinking Not bored doing what I love to do,1
4654,49606,"Toronto, Ontario",17-03-2020,"Gas prices are set to tumble again.

Tomorrow, prices at the pump will be 77.9 cents per litre in #Toronto, says @RogerMcKnight.

Full story on @torontodotcom - https://t.co/imGo63G5Ot #COVID19 #coronavirus #COVID2019 #CoronavirusOutbreak #CoronavirusPandemic #Coronavirustoronto",2
4655,49607,"Phoenix, AZ",17-03-2020,"After braving the local grocery store, in a town of 55,000, I am officially scared. Not of #COVID2019 but of people. How easily manipulated people are, how selfish they are, and how we react in a time of crisis. This  crisis isn't even a big one...",0
4656,49608,,17-03-2020,"Is the depreciate in world oil prices related to #Covid_19 only, or are there other issues that play a major role, such as the upcoming #US elections, due to support for the current president's campaign?",1
4657,49609,Kigali | Rwanda ,17-03-2020,Coronavirus After Government of Rwanda suspended all public and social gatherings and encouraged people to keep social distance and stay at home where possible Rwandans are increasingly opting for online shopping,0
4658,49610,"Birmingham, England",17-03-2020,Please do not panic and stockpile food Be considerate and only buy what you need There is enough food for everyone if we all work together,1
4659,49611,"London, ON",17-03-2020,"My wife got laid off yesterday because the small retail store she works at got walloped by walk-in business vanishing from COVID-19.

How long are we thinking it's taking EI to process claims right now?",2
4660,49612,Alabama,17-03-2020,I just know that grocery store worker has been through some things the past few days for him to be shocked that I was being patient. #coronavirus https://t.co/OY822eZLNB,0
4661,49613,,17-03-2020,A friend visited Gafoors store in Leytonstone and was advised prices have imcresed by head office Called head office and referred to below article Advisor become abrupt and ended call,1
4662,49614,Everywhere,17-03-2020,all societies must stay calm we will get thru this in every aspect world leaders must stop worrying about the stock market and inject the money in it's own citizens to help families everywhere to get by  in the world #food and rent and medicine #coronavirus #COVID2019 #COVID19,1
4663,49615,,17-03-2020,"Judging by the barren bean shelves in the supermarket, the British public intends to defeat COVID-19 with flatulence.",0
4664,49616,Jersey,17-03-2020,Are we ready? 10 consumer #trends from @skift for a post-#coronavirus world ? ? https://t.co/HYyd6C1Ifr https://t.co/g25Q7VUZHs,1
4665,49617,"Sheffield, the North",17-03-2020,"A pledge; no supermarket beer until #COVID2019 is over; instead Ill source from @BeerCentralLtd, @TheDramShopUK, @HopHideout and @GreenShopSheff #shoplocal #supportlocal ?",0
4666,49618,"San Luis Obispo, CA",17-03-2020,A lone anonymous mystery can. Among the only thing left at a local supermarket today. ? #covid_19 #anonymous #allcannedout #aluminumcan #donotforgetthecanopener https://t.co/W9tvqrtaZZ,0
4667,49619,,17-03-2020,Stock Up Don t Hoard A Checklist of What You Need In Case of a Outbreak From medicines to food here s how to create a household plan in case you or your family needs to self quarantine,1
4668,49620,,17-03-2020,"During all this #coronavirus panic it's always good to give back to families in need. Donate food, time or money at the #SAFoodBank or any food bank near you https://t.co/2l7t4C4YSs",0
4669,49621,"Montréal, Québec",17-03-2020,#Grocers modify #store #hours to #clean and #restock amid #panicbuying https://t.co/dGfoshg31j via @grocerydive #brickandmortar #retail #grocery #pandemic #COVID-19 #CoronaVirus,2
4670,49622,"Montréal, Québec",17-03-2020,#Retail #store #closures in the US could explode because of the #coronavirus https://t.co/S5RqNIxCF8 #brickandmortar #retail #pandemic,2
4671,49623,United Kingdom,17-03-2020,Think twice before becoming a COVID 19 panic buyer   Stocking up excessive amounts of food will only contribute to and prevent the elderly and other vulnerable people from buying food and other goods they need,0
4672,49624,,17-03-2020,I'm enjoying describing any trip to the supermarket as 'If you need me I'll be out panic buying!' and then returning with the usual half a dozen items. #shutdownaustralia #COVID2019,2
4673,49625,AFRICA.,17-03-2020,The Ministry of @RwandaTrade has fixed food prices in order to prevent markets from hiking them during the #coronavirus outbreak. #leadership https://t.co/yi0uatWxOJ,2
4674,49626,Johannesburg,17-03-2020,"@CyrilRamaphosa please fix food prices and other essentials with immediate effect. There are signs of collusion in retail shops on basic items such as hand sanitizers, hand soap and mineral water. 
#CoronaVirusSA 
#Coronavirussouthafrica 
#COVID2019",1
4675,49627,Tatooine,17-03-2020,Can t believe this has to be said but please be respectful and nice to anyone who s working during this time Specifically grocery store employees doctors nurses ER registers etc,1
4676,49628,"Oak Park, IL",17-03-2020,People of all ages can support older adults during this COVID 19 period Know what medications your loved one is taking have extra on hand Monitor food amp other medical supplies Stock up on non perishable food items More at,1
4677,49629,Paris,17-03-2020,"Une centaine de personnes se pressent aux portes dun supermarché à Saint-Denis, en banlieue parisienne, au lendemain de lannonce du Président Macron renforçant les restrictions de déplacement face au #covid_19 #AFP https://t.co/7vEYGrdfQ2",2
4678,49630,"Nairobi, Kenya",17-03-2020,As countries affected by the try to control its spread market and public reactions the fast moving situation has sent ripple effects to people in and the business Will fear for change demand for goods,0
4679,49631,"Los Angeles, Kalifornia ",17-03-2020,"It's the time of the #Deplorables. 
America would collapse without the rough, unsung heroes that grow our food, ship our goods, stock shelves, pump oil, staff our hospitals, fill the pipes with water, put out the fires, police the streets, and keep the lights on. #COVID2019",2
4680,49632,"Los Angeles, Kalifornia ",17-03-2020,"@HalFurman @stevehosid One brave trucker, one fearless nurse, a humble stocker at a supermarket, all of them count more at this time than a half dozen of us with our fancy graduate degrees. They will save our nation yet again. They deserve everyones res",1
4681,49633,"Turfloop, South Africa",17-03-2020,South Africa is not going to run out of food However panic buying will strain the supply chain So calm the fuck down and be considerate of the family that will need that fourth pack of bog roll you re hoarding,0
4682,49634,,17-03-2020,"@Tesco @sainsburys @asda @waitrose How about adding the option of donating an item to the food bank whilst online shopping, whilst many avoid the shops and get home deliveries? #COVID2019",0
4683,49635,,17-03-2020,Basic protective measure against the new maintain social distancing   Take care get your virtual and go online shopping At for example    ,1
4684,49636,,17-03-2020,"Those people who did panic buying are stupid?
 
I said what i said?????
You guys still can buy food during lockdown then why need to do panic buying????? 
#LockDownMalaysia #COVID2019",0
4685,49637,,17-03-2020,The panic buying due to should be an education on how have to survive without food amp water whilst escaping war We are so quick to judge them but not very good at being in their shoes,0
4686,49638,Ontario,17-03-2020,We owe in all areas our gratitude for their incredible sacrifice during But we also must be grateful for the grocery store employees for their sacrifice Many make minimum wage Thank them Tip the checkout cashier when you buy your essentials,1
4687,49639,"New York, USA",17-03-2020,Online grocery shopping first trial #coronavirus #QuarantineLife #Telemedicine #psychtwitter #MedEd #CAPtwitter #WorkFromHome #ParentingInAPandemic https://t.co/yS0a4R8H0k,2
4688,49640,"Montgomery, Alabama",17-03-2020,"Closures, online grocery shopping and elderly-only shopping hours are just some of the ways that businesses are trying to prevent the spread of the coronavirus.
https://t.co/K7OngHXRDY",2
4689,49641,"South Carolina, USA",17-03-2020,Thinking about how serious COVID-19 is let me go the grocery stores and stock up on food ?,0
4690,49642,HYD,17-03-2020,Menwhile people overseas fight stole and keep all the fucking masks inside their houses to sale it for absurd expansive prices,0
4691,49643,"ÜT: 50.415269,-105.601237",17-03-2020,Just came back from a trip to grocery store lots of empty shelves People are looking so stressed Kudos to cashiers stock clerks anyone working in retail during this challenging times You are under paid and seldom appreciated Thanks to each of you,0
4692,49644,"Washington, DC",17-03-2020,".@Sephora will close all stores across the US &amp; Canada through April 3rd due to #coronavirus concerns. Theyll continue paying regular wages &amp; benefits to employees. Online shopping will remain open. Shipping fees, return policies will be adjusted around this hiatus. #COVID19",1
4693,49645,St. Louis,17-03-2020,LIVE at the Lemay Schnucks Thank you to all the grocery store workers that are on the front lines right now We are all thankful for you,1
4694,49646,"Barcelona, Cataluña",17-03-2020,"People stand in a queue to enter a supermarket during the outbreak of coronavirus disease (COVID-19) in El Masnou, north Barcelona, Spain, March 17, 2020. REUTERS/ Albert Gea reuters #coronavirusespaña #covid_19 https://t.co/ivL9tXZrtM",2
4695,49647,"Las Vegas, NV",17-03-2020,announced a Emergency Food Fund and has added 43 food distribution sites in Las Vegas Valley to combat those facing economic hardships due to At least one food bank said demand has gone up by 50 via,0
4696,49648,Dubai,17-03-2020,The downturn in prices is short term in nature that may last for months not years As such it is unlikely to affect negotiations for long term contracts which average around 10 years,2
4697,49649,"Santa Cruz, CA",17-03-2020,@MichelCombes @sprint It is concerning that retail employees are forced to work amidst the severity of covid-19.Reduced hours will not deter from viruses spreading.Only one person coming in with covid can affect all employees working as well as customers ,0
4698,49650,"San Francisco, CA",17-03-2020,"@British_Airways Nope. @British_Airways has choices here. Prices are higher because ba chooses to raise prices on people trying to return home during a travel ban. Wrong. Evil. 

#COVID2019",0
4699,49651,"Pennsylvania, USA",17-03-2020,How is @GameStop an essential retail store ? #coronavirus,2
4700,49652,"Toronto, Ontario",17-03-2020,If you re going to buy a little extra when grocery shopping this week it should be for those in need in our community We have five food banks in Scarborough Centre they re seeing increasing demand during the COVID 19 pandemic and they need your help,1
4701,49653,"Moscou, Russie",17-03-2020,"Amazon is looking to hire 100,000 people across the U.S and temporarily raise pay by $2 an hour to handle coronavirus-induced online shopping.
.
.
#coronavirus #amazon #crisis #jobcreation 

https://t.co/DpSThsqWwv",1
4702,49654,New Orleans,17-03-2020,This is our local grocery store Zoom in,2
4703,49655,United States,17-03-2020,"@vons @kroger @RalphsGrocery @Albertsons @WinCoFoods @pavilions @StaterBrosMkts @gelsonsmarkets @bristolfarms  
TIME TO STEP UP 

https://t.co/3J5wPm6jVX",2
4704,49656,Florida,17-03-2020,"Overheard at the grocery store: I like frozen food better than fresh anyways.
Boyyyy do I have an ex for you, girl. #coronavirus",1
4705,49657,,17-03-2020,"Panic buying is not limited to supermarkets and pharmacies. 

While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. Why??? ????@QuickTake #coronavirus  #COVID2019 https://t.co/P7csQcp7vf",0
4706,49658,"Mosul, Iraq",17-03-2020,"An hour left to the curfew. I spent an hour out.  Groceries prices jump overnight. Ppl are hugely concerned &amp; upset of the govt performance in the time of crisis. More urgent calls from #mosul to lock the city down &amp; close all enterances.
#mosul2020
#Covid_19 https://t.co/w8Nnq623Hi",0
4707,49659,"Plymouth, MN",17-03-2020,".@GovTimWalzs new order goes into effect tonight at 5:00. Help our local businesses during the #COVID19 outbreak by shopping online or ordering takeout. In times of crisis, we all need to do what we can to support our communities. #supportlocal @KSTP https://t.co/aen3Y5guhO",1
4708,49660,Winchester UK,17-03-2020,So I have been to @sainsburys badger farm and into Winchester and ther is no pasta and no bread flour to be had . I didnt panic buy and now I have no food but I have the moral highground instead. But I would rather have bread  .... #COVID2019 #nofood #dontpanicbuy,0
4709,49661,Ireland ,17-03-2020,My husband is an agricultural feed haulier He s working on so farmers have enough feed supplies As well as our wonderful frontline HSE staff amp GPs huge respect for retailers hauliers amp local shops who keeping supply chains going,1
4710,49662,,17-03-2020,"Best announcement I heard today at the grocery store:

"" Attention shoppers, thank you for respecting the 2 item shopping limit we have. Please remember, this does NOT apply to booze."" #COVID2019",1
4711,49663,,17-03-2020,Sending a heartfelt thank you to everyone fighting doctors nurses healthcare professionals grocery store workers delivery people custodial workers law enforcement officers scientists and many more We are grateful for your service and dedication,1
4712,49664,,17-03-2020,@StarbucksHelp I am writing as a customer: please close your stores in Arizona and ALL the other places to protect your employees and customers from the fatal COVID-19. We can buy packs of starbucks coffee from our grocery store and make coffee at our hom,1
4713,49665,"Springfield, Illinois",17-03-2020,I went to vote and they sprayed me with Lysol and then I went. To the grocery store and a man coughed on me ? #COVID2019,2
4714,49666,"England, United Kingdom",17-03-2020,So glad my local supermarket has reduced its opening hours. Gives more time for the poor staff to fill the shelves. #StopPanicBuying #coronavirus,2
4715,49667,"Michigan, USA",17-03-2020,"My own wipes in case store doesn't have them for the carts ?
Alcohol based hand sanitizer?
Tissues in case I need to sneeze or cough?
Paper towel in pocket to open bathroom door?

Ok. I think I'm ready to make a quick run to the grocery store....
#coronavirus",1
4716,49668,,17-03-2020,"@amazon says it plans to hire 100,000 new workers for warehouses and delivery service in the #US as more people turn to online shopping for supplies as they're isolated at home during the #coronavirus outbreak.",0
4717,49669,"Estambul, Turquía",17-03-2020,A second derivative Challenge for Europe but maybe in Slow Motion ... Oil &amp; commodity prices depression and  Contagion of #COVID2019 in Africa will enhance pressure migration... https://t.co/sb7YwUeR9i,0
4718,49670,"Nashville, TN",17-03-2020,"Stocked up on supplies today:
? Grocery 
? Pet store
? Gas station
? Liquor store

Now to catch up on Nintendo, magazines, and home projects. #QuarantineLife #coronavirus",2
4719,49671,Sheffield.,17-03-2020,@Tesco @sainsburys @AldiUK @Morrisons how will you be protecting your staff?they cannot avoid contact with the public.Will you be restricting numbers of the general public into the store to allow distance between staff and customers? My partner is a super,1
4720,49672,Kenya & Tennessee,17-03-2020,"In resonse to COVID-19, the Amani Chattanooga shop will be closed until further notice. No worries if you needed to do some shopping in town, we will be offering free shipping to those in Chattanooga! The online store is still up &amp; running. Stay well, friends! https://t.co/iej7DSa9cG",1
4721,49673,,17-03-2020,"@leoo_ray Hello, Leo! As COVID-19 has spread, we've recently seen an increase in people shopping online. Some of our delivery promises are longer than usual, but we're working around the clock to ship items as quickly as we're able to. Thank you for your ",1
4722,49674,"Bangalore, INDIA",17-03-2020,"During the time of a crisis, focus on Customers!  #healthcare #Payers #customerengagement https://t.co/RCeHXH4dGh",0
4723,49675,Pakistan,17-03-2020,"The propaganda through #WhatsApp messages started to create artificial food shortage in #Pakistan after #coronavirus alarm!
Now panic buying will start, give rise to hoarding, profiteering &amp; black-marketing to add to hunger &amp; poverty.
Traders will make the most of it too! ???? https://t.co/n3t1E4wqsw",0
4724,49676,"Washington, DC",17-03-2020,We now face a severe blood shortage due to an unprecedented number of blood drive cancellations during this #coronavirus outbreak. Make an appointment to help patients counting on lifesaving blood: https://t.co/lQdFEVrctc https://t.co/rnUpJF1vq4,0
4725,49677,,17-03-2020,"Colombia's former finance minister @MauricioCard tells AQ: Triple shock of coronavirus, lower oil prices and capital outflows makes fiscal stimulus ""unavoidable"" in Latin America.  https://t.co/X3nflAEBNK",0
4726,49678,"San Francisco, CA",17-03-2020,"If you go to the grocery store/bank/coffee shop/ restaurants and etc. Please remember to be kind to those working, theyd rather be home with friends and families too. Be mindful #CoronavirusOutbreak #COVID2019 #coronavirus",1
4727,49679,"Hereford, England",17-03-2020,U all complaining that schools ain t shut but what about us supermarket and nhs staff who have to come to work with Hardly any choice and basically get verbally abused because we don t have stock or  doing the best we can  ,1
4728,49680,"Ontario, Canada",17-03-2020,@Kijiji What happened to STOPPING this insanity of reselling MUCH needed products for INFLATED PRICES!?! @fordnation @ontariogov #COVID2019 #ChineseVirus #COVID19Ontario https://t.co/fFBShrnrQd,0
4729,49681,,17-03-2020,Me when I cough at the grocery store #coronavirus #QuarantineLife https://t.co/d2ejOY9PGP,2
4730,49682,,17-03-2020,"#showmeyourshelves is normally reserved for book shelves, but I wanna see the grocery store shelves during #COVID2019. Show me!

Here's Dubuque, Iowa... No rice.??

#coronapocalypse #stayhomechallenge #CoronavirusOutbreak  #TrumpPlague https://t.co/gJ4TdFOOuM",0
4731,49683,"England, United Kingdom",17-03-2020,"People of the world stop stock buying and selling on. You should be ashamed. I seen cleaning products, toilet roll but the worse baby Formula and nappy all selling for high prices online. #Disgusting #coronavirus #COVID2019",0
4732,49684,"Richmond, VA",17-03-2020,Watch out for a surge in emails from cybercriminals pitching COVID-19 health information and fake cures Read in Consumer Reports: https://t.co/PSeeMpVMhw,0
